date,target_date,actual,forecast,mean_prevailing_pred,horizon
1962-10-01,1963-10-01,0.1730339751065736,0.14320581464888968,NA,12m
1963-01-01,1964-01-01,0.17094063024589118,0.14849056842864908,NA,12m
1963-04-01,1964-04-01,0.16347709795656779,0.14763719793154492,NA,12m
1963-07-01,1964-07-01,0.1604666157368499,0.13313691471683947,NA,12m
1963-10-01,1964-10-01,0.12195100160681835,0.10652189592559871,NA,12m
1964-01-01,1965-01-01,0.08701137698962956,0.08352327781486515,NA,12m
1964-04-01,1965-04-01,0.02931275548072105,0.04686256037874355,NA,12m
1964-07-01,1965-07-01,0.06640776374869004,0.061945791507835975,NA,12m
1964-10-01,1965-10-01,0.0867458550161265,0.06268615538565502,NA,12m
1965-01-01,1966-01-01,0.03501127306392689,0.03388690613366528,NA,12m
1965-04-01,1966-04-01,0.007343394363913895,0.009693779541854151,NA,12m
1965-07-01,1966-07-01,-0.16129037994641582,-0.0911457689427933,NA,12m
1965-10-01,1966-10-01,-0.14030845109096501,-0.07866338286904792,NA,12m
1966-01-01,1967-01-01,0.010812121156518209,0.012329595903542233,NA,12m
1966-04-01,1967-04-01,0.06730787152133812,0.03725493820286329,NA,12m
1966-07-01,1967-07-01,0.23364206258417314,0.14304014471645743,NA,12m
1966-10-01,1967-10-01,0.1830889289967414,0.11055161418884701,NA,12m
1967-01-01,1968-01-01,1.942890293094024e-16,0.035626950432740744,NA,12m
1967-04-01,1968-04-01,0.09406572449428598,0.073242631448371,NA,12m
1967-07-01,1968-07-01,0.05980315158200178,0.03682945191373879,NA,12m
1967-10-01,1968-10-01,0.0738117592337109,0.05487174635366447,NA,12m
1968-01-01,1969-01-01,0.118127888727762,0.06729915121811789,NA,12m
1968-04-01,1969-04-01,-0.0189574332577847,-0.022589926423986873,NA,12m
1968-07-01,1969-07-01,-0.0976309773277455,-0.08006127457573614,NA,12m
1968-10-01,1969-10-01,-0.12060330002707749,-0.07246823437774949,NA,12m
1969-01-01,1970-01-01,-0.1244672304270695,-0.08760144071340806,NA,12m
1969-04-01,1970-04-01,-0.2953874580870285,-0.17845242359760602,NA,12m
1969-07-01,1970-07-01,-0.10057530494122752,-0.08539615748910924,NA,12m
1969-10-01,1970-10-01,9.77145726736392e-4,-0.00675724190078038,NA,12m
1970-01-01,1971-01-01,0.11257530552612288,0.08232449387299058,NA,12m
1970-04-01,1971-04-01,0.3155492270985687,0.2095687207537749,NA,12m
1970-07-01,1971-07-01,0.15511718294189242,0.1278106698772581,NA,12m
1970-10-01,1971-10-01,0.10243709306509173,0.09506529487433793,NA,12m
1971-01-01,1972-01-01,0.06643085774130802,0.06482363493368867,NA,12m
1971-04-01,1972-04-01,0.0719707134850218,0.06210847735511083,NA,12m
1971-07-01,1972-07-01,0.11703704531966211,0.09354478103298332,NA,12m
1971-10-01,1972-10-01,0.1452534863505978,0.09245175060923688,NA,12m
1972-01-01,1973-01-01,0.0395076983755119,0.015840753408506082,NA,12m
1972-04-01,1973-04-01,-0.0272486111128546,-0.01922109662960983,NA,12m
1972-07-01,1973-07-01,-0.019363103819365006,-0.022959240231764638,NA,12m
1972-10-01,1973-10-01,-0.1907431964624015,-0.1280770320371165,NA,12m
1973-01-01,1974-01-01,-0.1711219533375438,-0.14055320213158773,NA,12m
1973-04-01,1974-04-01,-0.19254048308645189,-0.14518948406405538,NA,12m
1973-07-01,1974-07-01,-0.5344351746427205,-0.3710733807203923,NA,12m
1973-10-01,1974-10-01,-0.3526557927795962,-0.22498386597634226,NA,12m
1974-01-01,1975-01-01,-0.11991341566961372,-0.07334949028745137,NA,12m
1974-04-01,1975-04-01,0.10152759800970529,0.0866873053927525,NA,12m
1974-07-01,1975-07-01,0.27759835215494927,0.22648758699673827,NA,12m
1974-10-01,1975-10-01,0.27420928188809157,0.22501841186415455,NA,12m
1975-01-01,1976-01-01,0.20932490363192457,0.1881313522783707,NA,12m
1975-04-01,1976-04-01,0.0912046948020869,0.1253160448942297,NA,12m
1975-07-01,1976-07-01,0.2269754751757719,0.18554256471355757,NA,12m
1975-10-01,1976-10-01,0.17520012912305882,0.12860931115044594,NA,12m
1976-01-01,1977-01-01,-0.04324944619914939,0.0023562286514859144,NA,12m
1976-04-01,1977-04-01,-0.03712088634541219,-0.007249085524199026,NA,12m
1976-07-01,1977-07-01,-0.086389615311568,-0.04178655271714796,0.00797076958087433,12m
1976-10-01,1977-10-01,-0.1221897157493307,-0.05696959627060539,0.007593147154276259,12m
1977-01-01,1978-01-01,-0.09825089451214,-0.052234741407047515,0.006778702988303573,12m
1977-04-01,1978-04-01,-0.05051836843797161,-0.022577038889332567,0.005786635284472986,12m
1977-07-01,1978-07-01,0.060399125495030695,0.058791469010636165,0.01011968890038796,12m
1977-10-01,1978-10-01,0.010564399283848294,0.032956589426146495,0.00899487179025559,12m
1978-01-01,1979-01-01,0.1299519641777614,0.10016316970066953,0.006836803333402936,12m
1978-04-01,1979-04-01,0.0744144855660831,0.07401156137847685,0.0048789852552179845,12m
1978-07-01,1979-07-01,0.0640263947043126,0.07533868903283443,0.005333097281411767,12m
1978-10-01,1979-10-01,0.11608214835530371,0.1119780154317328,0.005962703645832982,12m
1979-01-01,1980-01-01,0.004909672077470506,0.03183915755473368,0.0041289770696908475,12m
1979-04-01,1980-04-01,0.1044466787432739,0.10523599339662974,0.0041958408207491546,12m
1979-07-01,1980-07-01,0.1377076216087299,0.1308467642969812,0.0038487204082370222,12m
1979-10-01,1980-10-01,0.22931310373547412,0.17746888720417164,0.004355366628624027,12m
1980-01-01,1981-01-01,0.286800108555128,0.2087584789780561,0.00403116284883227,12m
1980-04-01,1981-04-01,0.1384975945263504,0.13671678451517347,0.0028274790722131703,12m
1980-07-01,1981-07-01,-0.0768462701042106,-0.024474396588712723,0.0051009524626129035,12m
1980-10-01,1981-10-01,-0.10236951095184921,-0.00875159914994549,0.005543697592958025,12m
1981-01-01,1982-01-01,-0.19451322108879932,-0.10110180535339452,0.006407283660821397,12m
1981-04-01,1982-04-01,-0.17987048188999238,-0.0870961940563112,0.007023959663733189,12m
1981-07-01,1982-07-01,0.035844919471915315,0.05022699275114838,0.007286855798653512,12m
1981-10-01,1982-10-01,0.13768432396274521,0.10614154836365909,0.006951099423661445,12m
1982-01-01,1983-01-01,0.3120347846558385,0.23520566294047804,0.00703959932980666,12m
1982-04-01,1983-04-01,0.4276899158173353,0.3028968613294109,0.0036018706263112304,12m
1982-07-01,1983-07-01,0.32142375418235986,0.25434260115876595,0.0031672165751313367,12m
1982-10-01,1983-10-01,0.15931770752319407,0.15755122124082716,0.003654480371790482,12m
1983-01-01,1984-01-01,0.039859188074611966,0.07348906720332905,0.0062828559125733905,12m
1983-04-01,1984-04-01,-0.09300482656352002,-0.03343052491013065,0.008802450370575202,12m
1983-07-01,1984-07-01,1.8063040058727275e-4,0.016782313605682407,0.008727619763848825,12m
1983-10-01,1984-10-01,0.013908765028303235,0.030443832854712895,0.008014823748463117,12m
1984-01-01,1985-01-01,0.12658117434399394,0.10621419243807914,0.007707955050731443,12m
1984-04-01,1985-04-01,0.22510011621151377,0.17690194723918157,0.007497972026356035,12m
1984-07-01,1985-07-01,0.09185613431871695,0.12305438304184678,0.00749349654208657,12m
1984-10-01,1985-10-01,0.23375436150051282,0.20877437407072766,0.009645017210601996,12m
1985-01-01,1986-01-01,0.2794282426100667,0.22381499516477776,0.009949822801654455,12m
1985-04-01,1986-04-01,0.2681014689818591,0.211142419205477,0.01168211210587376,12m
1985-07-01,1986-07-01,0.23935588235205169,0.193853900624111,0.016168289447062275,12m
1985-10-01,1986-10-01,0.1364556908835334,0.13812663049697066,0.012852207864934405,12m
1986-01-01,1987-01-01,0.1996808225419124,0.18172729234191393,0.01382944306455073,12m
1986-04-01,1987-04-01,0.1922124157314021,0.1649749434259377,0.014462994390606157,12m
1986-07-01,1987-07-01,0.3302214225289955,0.21186691566926857,0.015377493478450448,12m
1986-10-01,1987-10-01,0.0200722119552888,0.05180348573256256,0.014256186188437058,12m
1987-01-01,1988-01-01,-0.1193226158138652,-0.029508545046261804,0.01439641969485809,12m
1987-04-01,1988-04-01,-0.10572607954418561,-0.036332358455229974,0.016683827137282895,12m
1987-07-01,1988-07-01,-0.16855232662960015,-0.06108408639408022,0.017381521849223452,12m
1987-10-01,1988-10-01,0.11690124105737436,0.0963038677662702,0.017809259141925948,12m
1988-01-01,1989-01-01,0.13013132018683737,0.11813836556424105,0.01231006512160294,12m
1988-04-01,1989-04-01,0.15068686585852714,0.14533949993969406,0.01403665523412661,12m
1988-07-01,1989-07-01,0.2500305001026321,0.20947157488677953,0.016073564042034603,12m
1988-10-01,1989-10-01,0.24098714800052343,0.19822401372412446,0.015322772095088696,12m
1989-01-01,1990-01-01,0.1422345502025578,0.11529021495326079,0.017437472413599206,12m
1989-04-01,1990-04-01,0.11860036304148239,0.10923917386689272,0.01905754312619963,12m
1989-07-01,1990-07-01,-0.1317531419949658,-0.056484851127112,0.02179401985778425,12m
1989-10-01,1990-10-01,-0.0678414608819099,-0.028040888733138373,0.02839720000751124,12m
1990-01-01,1991-01-01,0.09874338916625869,0.08838668534314158,0.027331521426601196,12m
1990-04-01,1991-04-01,0.0360443857229324,0.059085145505952535,0.02342667589073582,12m
1990-07-01,1991-07-01,0.2368959624710155,0.18399601187826073,0.02207856594164721,12m
1990-10-01,1991-10-01,0.2335429268458747,0.18500241368533676,0.021574675105012653,12m
1991-01-01,1992-01-01,0.07313473606716961,0.0977681185422753,0.02163067571376784,12m
1991-04-01,1992-04-01,0.0949770163159611,0.09158997982567074,0.02158365064964139,12m
1991-07-01,1992-07-01,0.0743583993543707,0.08711396814371897,0.02115922745699463,12m
1991-10-01,1992-10-01,0.043674858582634105,0.0664006528308892,0.021740016559933385,12m
1992-01-01,1993-01-01,0.1123045680096251,0.10243304096356187,0.022603055675814773,12m
1992-04-01,1993-04-01,0.09881441470506472,0.10140566740046003,0.023523387020746703,12m
1992-07-01,1993-07-01,0.0938948438613183,0.08777641944802995,0.02336085916801752,12m
1992-10-01,1993-10-01,0.06817394897477402,0.07527527894302874,0.024419150137699023,12m
1993-01-01,1994-01-01,-0.01314870075589418,0.017105861845322475,0.025367465248014184,12m
1993-04-01,1994-04-01,-0.01399218178848308,0.031819911979745645,0.027032644729442792,12m
1993-07-01,1994-07-01,0.008202814971400622,0.029668904725124765,0.025849738887068124,12m
1993-10-01,1994-10-01,-0.015512560994870547,0.0425198075790775,0.024977412110470488,12m
1994-01-01,1995-01-01,0.11622396723923994,0.12456568042668033,0.026327624409529612,12m
1994-04-01,1995-04-01,0.20389448810720762,0.17950769187593682,0.024647633647215197,12m
1994-07-01,1995-07-01,0.2335022833423781,0.1996702511614708,0.02437629443115869,12m
1994-10-01,1995-10-01,0.29349504830068307,0.2600045222466657,0.024047019114921953,12m
1995-01-01,1996-01-01,0.2539981191110915,0.22129090181354327,0.024134379253693376,12m
1995-04-01,1996-04-01,0.20789059526403342,0.19262203856559026,0.026502871899911355,12m
1995-07-01,1996-07-01,0.1621826364113328,0.1636084482708004,0.026033757920557583,12m
1995-10-01,1996-10-01,0.1845163658185165,0.16808559602742115,0.02564359681048276,12m
1996-01-01,1997-01-01,0.15949655106327018,0.15407620418366078,0.02520407832978019,12m
1996-04-01,1997-04-01,0.2775282554985127,0.22400148303353432,0.02595617207584408,12m
1996-07-01,1997-07-01,0.3208092923138056,0.2434708182451123,0.0271903079328523,12m
1996-10-01,1997-10-01,0.2700895857072418,0.24276336685785238,0.02962741191907515,12m
1997-01-01,1998-01-01,0.3751333423721285,0.3017072692688373,0.02998550960928629,12m
1997-04-01,1998-04-01,0.247619556271374,0.21151465328390004,0.03185633494504524,12m
1997-07-01,1998-07-01,0.0710275088192072,0.09699700861171426,0.03481362022266072,12m
1997-10-01,1998-10-01,0.23640396383776352,0.2083638070524872,0.034376818133106654,12m
1998-01-01,1999-01-01,0.1549244735351464,0.13493083518034815,0.032192263971694564,12m
1998-04-01,1999-04-01,0.1911767862853741,0.162937118728806,0.03290797757365007,12m
1998-07-01,1999-07-01,0.23210807748870282,0.18670900276690586,0.031812447563561365,12m
1998-10-01,1999-10-01,0.1783641094164548,0.15736451808661558,0.030203547377054107,12m
1999-01-01,2000-01-01,0.15269369479450823,0.10782003994277915,0.03347703491027072,12m
1999-04-01,2000-04-01,0.05794406057641621,0.06481852417266394,0.034825732331325646,12m
1999-07-01,2000-07-01,0.1132415334289298,0.0899684451058341,0.0365488077777096,12m
1999-10-01,2000-10-01,-0.1069082311947453,-0.0708846225274551,0.0340690048285227,12m
2000-01-01,2001-01-01,-0.2558135456502676,-0.16646243416573892,0.036217957316739914,12m
2000-04-01,2001-04-01,-0.172263686251391,-0.13550127527741584,0.03526094100550088,12m
2000-07-01,2001-07-01,-0.3220924096932503,-0.23233511683051422,0.03376287351712464,12m
2000-10-01,2001-10-01,-0.13975285343533841,-0.12466089506756822,0.034425428147026246,12m
2001-01-01,2002-01-01,-0.01121464962814999,-0.06733412124282798,0.030540247438485612,12m
2001-04-01,2002-04-01,-0.2127095359511778,-0.18151750398390376,0.02634024453449531,12m
2001-07-01,2002-07-01,-0.2443355518964178,-0.19987128670292298,0.026423454263237136,12m
2001-10-01,2002-10-01,-0.2661289197672441,-0.20080640810096245,0.02506795661293788,12m
2002-01-01,2003-01-01,-0.3021521993553349,-0.17903515218940677,0.025936771699837748,12m
2002-04-01,2003-04-01,-0.015578224950253822,0.011638678003673734,0.022825319998327605,12m
2002-07-01,2003-07-01,0.2001732584791664,0.162355692580026,0.01967475506852747,12m
2002-10-01,2003-10-01,0.2341261886810709,0.18748051975330007,0.015492007039180992,12m
2003-01-01,2004-01-01,0.28352041478060813,0.21466035446543713,0.021166752837795535,12m
2003-04-01,2004-04-01,0.1575853315913218,0.15537015169337784,0.019778160272636444,12m
2003-07-01,2004-07-01,0.11251579466848959,0.10953857583871678,0.021177219311759667,12m
2003-10-01,2004-10-01,0.0861176280735656,0.0972719678050502,0.021637433457660435,12m
2004-01-01,2005-01-01,0.0471563003027549,0.06647969201942465,0.023120501964857144,12m
2004-04-01,2005-04-01,0.04330549690295958,0.050723998792094174,0.022334645182532625,12m
2004-07-01,2005-07-01,0.09756856906359829,0.09109289281971378,0.02129219374063958,12m
2004-10-01,2005-10-01,0.02956873588003278,0.0403828759584904,0.01934552170042473,12m
2005-01-01,2006-01-01,0.09236509888379968,0.06876254937661729,0.020539343299407847,12m
2005-04-01,2006-04-01,0.0641040383069758,0.06095482517666032,0.020750007684202577,12m
2005-07-01,2006-07-01,0.08351932619935419,0.08484589266520658,0.020037279304997532,12m
2005-10-01,2006-10-01,0.1276843565704611,0.12150550795104088,0.023167550218067465,12m
2006-01-01,2007-01-01,0.0928829096908246,0.09512945368959264,0.022162846578773557,12m
2006-04-01,2007-04-01,0.1685206516188193,0.1362505366636129,0.020643702846161592,12m
2006-07-01,2007-07-01,0.13357574552276272,0.10368187340626157,0.020504940181398257,12m
2006-10-01,2007-10-01,0.03468389145871201,0.011806077295561183,0.020611272946873104,12m
2007-01-01,2008-01-01,-0.0715872200439836,-0.09236501622461978,0.02039853707418333,12m
2007-04-01,2008-04-01,-0.1608349420740306,-0.1447794696706678,0.020972839073222508,12m
2007-07-01,2008-07-01,-0.2692535049896997,-0.22003031581706228,0.021730667436445892,12m
2007-10-01,2008-10-01,-0.4858987717315244,-0.3767485764251189,0.021598228716346302,12m
2008-01-01,2009-01-01,-0.5054847041211944,-0.39114014687586196,0.020248687622117963,12m
2008-04-01,2009-04-01,-0.3309810905969336,-0.2584826166254828,0.017907975938995697,12m
2008-07-01,2009-07-01,-0.09837739820383998,-0.0793800944202146,0.017403178156794305,12m
2008-10-01,2009-10-01,0.2106999959435666,0.14323804587024108,0.015545756235496004,12m
2009-01-01,2010-01-01,0.3823260526833314,0.29485834281627576,0.01101414227701299,12m
2009-04-01,2010-04-01,0.1143688978231264,0.12372161872332327,0.00970237588290736,12m
2009-07-01,2010-07-01,0.0765699504296414,0.10109868990697259,0.012120029676653462,12m
2009-10-01,2010-10-01,0.1202928618135834,0.10734377147402671,0.013769419349241994,12m
2010-01-01,2011-01-01,0.1255222278044847,0.11668118319058063,0.014784351559320275,12m
2010-04-01,2011-04-01,0.2478685824243621,0.19064986228846093,0.014137410640308884,12m
2010-07-01,2011-07-01,-0.008606859372458892,0.038159196281489,0.010627936505252109,12m
2010-10-01,2011-10-01,-3.1806109956497575e-5,0.07404487496472564,0.01115388046736305,12m
2011-01-01,2012-01-01,0.060465330436446404,0.0228420781543492,0.011897648451201946,12m
2011-04-01,2012-04-01,0.030955207548171583,0.018850389318236505,0.011996145785198772,12m
2011-07-01,2012-07-01,0.24163480217279631,-0.05145939174026724,0.011294236291257588,12m
2011-10-01,2012-10-01,0.1258014102553585,-0.06504176205451412,0.008307388870966522,12m
2012-01-01,2013-01-01,0.10805555380604899,-0.06890810182356719,0.008821845585727397,12m
2012-04-01,2013-04-01,0.1648492713995292,-0.07234062512286338,0.010345625441418376,12m
2012-07-01,2013-07-01,0.1546077039538926,-0.07862516772143167,0.007184685492085235,12m
2012-10-01,2013-10-01,0.2592922064940661,-0.07452717855000547,0.006987814035283033,12m
2013-01-01,2014-01-01,0.1766294228364138,-0.06502456724974444,0.006417042661529341,12m
2013-04-01,2014-04-01,0.1991408667668073,-0.028964844445415916,0.005894328965317049,12m
2013-07-01,2014-07-01,0.1594793170804465,0.005729789135304157,0.005805180744221154,12m
2013-10-01,2014-10-01,0.10787310015833211,0.012229313555393868,0.008380817287527789,12m
