date,target_date,actual,forecast,mean_prevailing_pred,horizon
1962-10-01,1963-04-01,0.0947337278500425,0.06417169974015757,NA,6m
1963-01-01,1963-07-01,0.0742367219929625,0.06250600763058728,NA,6m
1963-04-01,1963-10-01,0.07830024725653109,0.07438282306171322,NA,6m
1963-07-01,1964-01-01,0.0967039082529287,0.08692623823447582,NA,6m
1963-10-01,1964-04-01,0.0851768507000367,0.07588563946966154,NA,6m
1964-01-01,1964-07-01,0.06376270748392121,0.06026451561402287,NA,6m
1964-04-01,1964-10-01,0.03677415090678165,0.04611049155397731,NA,6m
1964-07-01,1965-01-01,0.02324866950570835,0.0282231683060237,NA,6m
1964-10-01,1965-04-01,-0.007461395426060603,0.02248973655362025,NA,6m
1965-01-01,1965-07-01,0.04315909424298169,0.035278938280904476,NA,6m
1965-04-01,1965-10-01,0.0942072504421871,0.07202933926568028,NA,6m
1965-07-01,1966-01-01,-0.008147821179054802,-0.0023499859299916355,NA,6m
1965-10-01,1966-04-01,-0.08686385607827321,-0.0586318261509007,NA,6m
1966-01-01,1966-07-01,-0.153142558767361,-0.09212474409348628,NA,6m
1966-04-01,1966-10-01,-0.053444595012691797,-0.020725835786698267,NA,6m
1966-07-01,1967-01-01,0.16395467992387922,0.10161930179255901,NA,6m
1966-10-01,1967-04-01,0.12075246653402992,0.07652758834678533,NA,6m
1967-01-01,1967-07-01,0.06968738266029391,0.04841376326665367,NA,6m
1967-04-01,1967-10-01,0.062336462462711476,0.03587253920814324,NA,6m
1967-07-01,1968-01-01,-0.06968738266029371,-0.04814203856685055,NA,6m
1967-10-01,1968-04-01,0.0317292620315745,0.02532458433230606,NA,6m
1968-01-01,1968-07-01,0.1294905342422955,0.08490660113471465,NA,6m
1968-04-01,1968-10-01,0.0420824972021364,0.004831128202608643,NA,6m
1968-07-01,1969-01-01,-0.0113626455145335,-0.00974259543794997,NA,6m
1968-10-01,1969-04-01,-0.0610399304599211,-0.06123126071178867,NA,6m
1969-01-01,1969-07-01,-0.086268331813212,-0.05646568610324199,NA,6m
1969-04-01,1969-10-01,-0.0595633695671564,-0.034270568218821594,NA,6m
1969-07-01,1970-01-01,-0.0381988986138575,-0.04662974861884293,NA,6m
1969-10-01,1970-04-01,-0.2358240885198721,-0.153574275676602,NA,6m
1970-01-01,1970-07-01,-0.062376406327370015,-0.060565779722087126,NA,6m
1970-04-01,1970-10-01,0.23680123424660848,0.14508997401864232,NA,6m
1970-07-01,1971-01-01,0.1749517118534929,0.10075128613378113,NA,6m
1970-10-01,1971-04-01,0.07874799285196023,0.06404473799358973,NA,6m
1971-01-01,1971-07-01,-0.01983452891160047,0.009902072685656925,NA,6m
1971-04-01,1971-10-01,0.0236891002131315,0.026308604831393665,NA,6m
1971-07-01,1972-01-01,0.0862653866529085,0.050446045819541395,NA,6m
1971-10-01,1972-04-01,0.0482816132718903,0.029156051467378038,NA,6m
1972-01-01,1972-07-01,0.030771658666753608,0.02160117983245319,NA,6m
1972-04-01,1972-10-01,0.0969718730787075,0.05269852686930892,NA,6m
1972-07-01,1973-01-01,0.008736039708758296,0.006730862314957926,NA,6m
1972-10-01,1973-04-01,-0.12422048419156209,-0.0727106531481451,NA,6m
1973-01-01,1973-07-01,-0.028099143528123302,-0.030184193084947047,NA,6m
1973-04-01,1973-10-01,-0.0665227122708394,-0.05138921978620016,NA,6m
1973-07-01,1974-01-01,-0.1430228098094205,-0.08381646367051329,NA,6m
1973-10-01,1974-04-01,-0.1260177708156125,-0.07937327628896285,NA,6m
1974-01-01,1974-07-01,-0.3914123648333,-0.2403826116431748,NA,6m
1974-04-01,1974-10-01,-0.2266380219639837,-0.12279155497963432,NA,6m
1974-07-01,1975-01-01,0.2714989491636863,0.15455994958048336,NA,6m
1974-10-01,1975-04-01,0.328165619973689,0.20798908291493123,NA,6m
1975-01-01,1975-07-01,0.006099402991262992,0.03591459164429991,NA,6m
1975-04-01,1975-10-01,-0.0539563380855974,-0.005132162070967419,NA,6m
1975-07-01,1976-01-01,0.20322550064066158,0.1453777316493371,NA,6m
1975-10-01,1976-04-01,0.1451610328876843,0.09770207601526935,NA,6m
